stop_lat,zone_id,stop_lon,stop_id,stop_name,location_type
53.3908111926,,-6.42978402962,8240DB006111,"Blanchardstown, Allendale Square",0
53.3892608583,,-6.4212712947,8240DB006112,"Blanchardstown, Mount Symon Close",0
53.3875224589,,-6.4121798325,8240DB006113,"Blanchardstown, Lohunda Park",0
53.3300889307,,-6.4510827861,8230DB007229,"Nangor, Business Park Bus Terminus",0
53.3633395576,,-6.28262547938,8220DB004502,"Cabra East, Dowth Avenue",0
53.2772790452,,-6.37831591304,8230DB007222,Enterprise Centre,0
53.3844074206,,-6.28386719661,8220DB001566,"Glasnevin, Johnstown Park (Griffith Road)",0
53.384013957,,-6.28026002177,8220DB001567,"Glasnevin, Johnstown Park",0
53.3788331819,,-6.35851127166,8240DB002961,"Castleknock, Woodview Park",0
53.3970075424,,-6.30454838146,8220DB001560,"Finglas, Roundabout McKee Avenue",0
53.3182607318,,-6.33498987367,8220DB002774,"Walkinstown, Walkinstown Avenue (Walkinstown Roundabout)",0
53.3658929687,,-6.19557704045,8220DB001764,"Clontarf, Black Heath Court",0
53.3665514241,,-6.20228141366,8220DB001765,"Clontarf, Blackheath Grove",0
53.3638273181,,-6.20522105323,8220DB001767,"Clontarf, Clontarf Castle",0
53.3659722447,,-6.18775962192,8220DB001760,"Dollymount, Seapark Road (Mount Prospect Avenue)",0
53.3638373979,,-6.18804557985,8220DB001761,Seapark Road (Seafield Road),0
53.3637511874,,-6.19124983539,8220DB001762,"Dollymount, Seafield Road East (Seafield Avenue)",0
53.3644067789,,-6.19536937525,8220DB001763,"Dollymount, Vernon Avenue",0
53.3661327373,,-6.07405657557,8240DB000703,"Howth, Davos House",0
53.3664933305,,-6.07746658248,8240DB000702,"Howth, Carrickbrack Road (Ceannchor Road)",0
53.3670546954,,-6.07939490367,8240DB000701,"Howth, Sheilmartin Cottage",0
53.3694601745,,-6.08421603661,8240DB000700,"Howth, Sheerwater",0
53.3724895313,,-6.0586499021,8240DB000707,"Howth, Howth Summit",0
53.3688857836,,-6.18194028646,8220DB001769,"Raheny, Park Lawn",0
53.3659482738,,-6.06321515216,8240DB000705,"Howth, Brackenhill House, Baily Lighthouse",0
53.366718931,,-6.06639610071,8240DB000704,"Howth, Stella Maris Convent",0
53.3909588711,,-6.09198649953,8240DB000582,"Sutton, Howth Road",0
53.2862220524,,-6.37500751308,8230DB004347,"Tallaght, The Square Shopping Centre",0
53.38988546,,-6.31508548205,8220DB001584,"Finglas South, Abbottstown Road",0
53.3887680197,,-6.3123331449,8220DB001585,"Finglas South, Church of the Annunciation",0
53.3865250406,,-6.31261731806,8220DB001586,"Finglas South, Colaiste Ide",0
53.3834664303,,-6.3117912065,8220DB001587,"Finglas South, Cardiffsbridge Road",0
53.2858483812,,-6.37265193041,8230DB004344,"Tallaght, The Square Shopping Centre",0
53.3927698846,,-6.32205359232,8220DB001582,"Finglas, Cappagh Hospital",0
53.3951675776,,-6.29086258475,8220DB004890,"Finglas, Sycamore Road (McKee Road)",0
53.286105644,,-6.37306211391,8230DB004342,"Tallaght, The Square Shopping Centre",0
53.1287902723,,-6.58744336866,8260DB007284,"Ballymore Eustace, GAA club",0
53.361637047,,-6.23797846069,8220DB000521,"Ballybough, Fairview Park",0
53.3856751987,,-6.28828123187,8220DB007423,"Glasnevin North, PLP31",0
53.3888786457,,-6.29293378847,8220DB007425,"Glasnevin, Boundary wall",0
53.3880117313,,-6.29202130025,8220DB007424,"Glasnevin, Glasanaon Road (Ballygall Place)",0
53.3877967874,,-6.29207500952,8220DB007427,"Glasnevin, Glasanaon Road (Ballygall Place)",0
53.3854563779,,-6.28806450586,8220DB007426,"Glasnevin North, Ballygall Parade",0
53.3890897641,,-6.29324107428,8220DB007428,"Glasnevin, Close to PLp35",0
53.3642686011,,-6.23176916143,8220DB000523,"Fairview, Marino College Fairview",0
53.1333997478,,-6.61486549617,8260DB007289,"Ballymore Eustace, Main Street",0
53.363288949,,-6.2354159747,8220DB000522,"Fairview, Fairview Footbridge",0
53.129430199,,-6.57627449295,8260DB007288,"Ballymore Eustace, Picnic area",0
53.4103250597,,-6.17865388679,8240DB001216,"Kinsealey, Fingal Cemetery",0
53.3966454003,,-6.18280217886,8220DB007199,"Edenmore, Blunden Drive",0
53.2765962321,,-6.16738531288,8250DB002058,"Deansgrange, Beech Park Avenue",0
53.2751739746,,-6.17076010764,8250DB002059,"Deansgrange, Kill Lane (Foxrock)",0
53.3680198762,,-6.21267888054,8220DB000527,"Clontarf, Howth Road (St.Lawrence Road)",0
53.4045112183,,-6.27621466867,8220DB007191,"Ballymun, Balbutcher Lane Nth",0
53.284846233,,-6.16029785599,8250DB002053,"Kill of The Grange, Abbey Park",0
53.4038223134,,-6.27518970827,8220DB007192,"Ballymun, Balbutcher Lane Nth",0
53.2794709316,,-6.16202844279,8250DB002056,"Deansgrange, Deansgrange Business Park",0
53.2777620714,,-6.16487606282,8250DB002057,"Deansgrange, Kill Lane (Foxrock Close)",0
53.283238538,,-6.1592120758,8250DB002054,"Kill of The Grange, Rory O'Connor Park",0
53.2814599366,,-6.15811872883,8250DB002055,"Kill of The Grange, Abbey Road",0
53.1817206467,,-6.13190193481,8350DB007363,"Bray, Southern Cross Road (Killarney Road)",0
53.2866816359,,-6.37509506339,8230DB004348,"Tallaght, The Square Shopping Centre",0
53.3330985546,,-6.23607694701,8220DB000488,"Dublin City South, Lansdowne Park",0
53.3627342524,,-6.27244736534,8220DB000187,"Phibsborough, Phibsboro Road",0
53.3653553426,,-6.27158997755,8220DB000186,"Glasnevin, Prospect Road",0
